"Taxon","Photo_path"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Betula alleghaniensis","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus pilularis","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Eucalyptus populnea","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Endospermum diadenum","C3"
"Homalanthus populneus","C3"
"Homalanthus populneus","C3"
"Macaranga beccariana","C3"
"Macaranga beccariana","C3"
"Macaranga beccariana","C3"
"Macaranga beccariana","C3"
"Macaranga beccariana","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga gigantea","C3"
"Macaranga hosei","C3"
"Macaranga trachyphylla","C3"
"Macaranga trachyphylla","C3"
"Macaranga winkleri","C3"
"Fagraea racemosa","C3"
"Melastoma malabathricum","C3"
"Melastoma malabathricum","C3"
"Melastoma malabathricum","C3"
"Ficus stolonifera","C3"
"Callicarpa havilandii","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Pterogyne nitens","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Erythroxylum daphnites","C3"
"Erythroxylum daphnites","C3"
"Erythroxylum daphnites","C3"
"Erythroxylum daphnites","C3"
"Anadenanthera colubrina","C3"
"Adenthera colubrina","C3"
"Adenthera colubrina","C3"
"Adenthera colubrina","C3"
"Adenthera colubrina","C3"
"Adenthera colubrina","C3"
"Adenthera colubrina","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Phyllostylon rhamnoides","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Simira rubescens","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma tomentosum","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Nectandra cissiflora","C3"
"Ceiba samauma","C3"
"Ceiba samauma","C3"
"Ceiba samauma","C3"
"Ceiba samauma","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Machaerium acutifolium","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Zanthoxylum monogynum","C3"
"Spondias mombin","C3"
"Spondias mombin","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Capparidastrum petiolare","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Hymenaea courbaril","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Urera baccifera","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Trichilia elegans","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Solanum riparium","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Handroanthus impetiginosus","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Acosmium cardenasii","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Ceiba speciosa","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Gallesia integrifolia","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Ardisia ambigua","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Pourouma cecropiifolia","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Cecropia concolor","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Heliocarpus americanus","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ficus boliviana","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Ampelocera ruizii","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cavanillesia hylogeiton","C3"
"Cedrela fissilis","C3"
"Cedrela fissilis","C3"
"Cedrela fissilis","C3"
"Cedrela fissilis","C3"
"Cedrela fissilis","C3"
"Cedrela fissilis","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Cordiera macrophylla","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Pouteria nemorosa","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Casearia gossypiosperma","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Jacaratia spinosa","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Sapindus saponaria","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Aspidosperma cylindrocarpon","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Sapium glandulosum","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Pouteria macrophylla","C3"
"Sweetia fruticosa","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Swietenia macrophylla","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Caesalpinia pluviosa","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Batocarpus amazonicus","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Licaria triandra","C3"
"Hura crepitans","C3"
"Hura crepitans","C3"
"Hura crepitans","C3"
"Hura crepitans","C3"
"Hura crepitans","C3"
"Hura crepitans","C3"
"Spondias mombin","C3"
"Spondias mombin","C3"
"Spondias mombin","C3"
"Spondias mombin","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Pseudolmedia laevis","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Urera caracasana","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Psidium sartorianum","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Hirtella triandra","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Schizolobium parahyba","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Centrolobium microchaete","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Trema micrantha","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Terminalia oblonga","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana ianeirensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Cariniana estrellensis","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Eucalyptus globulus","C3"
"Juniella tridens","C3"
"Juniella tridens","C3"
"Juniella tridens","C3"
"Juniella tridens","C3"
"Juniella tridens","C3"
"Juniella tridens","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
