"Taxon","Photo_path"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pendula","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Betula pubescens","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Pinus sylvestris","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Betula papyrifera","C3"
"Populus tremuloides","C3"
"Betula papyrifera","C3"
"Populus tremuloides","C3"
"Betula papyrifera","C3"
"Taxus canadensis","C3"
"Populus tremuloides","C3"
"Betula papyrifera","C3"
"Taxus canadensis","C3"
"Spartina patens","C4"
"Spartina patens","C4"
"Spartina patens","C4"
"Fraxinus mandshurica","C3"
"Fraxinus mandshurica","C3"
"Fraxinus mandshurica","C3"
"Fraxinus mandshurica","C3"
"Fraxinus mandshurica","C3"
"Larix gmelinii","C3"
"Larix gmelinii","C3"
"Larix gmelinii","C3"
"Larix gmelinii","C3"
"Larix gmelinii","C3"
"Endospermum chinense","C3"
"Citrus volkameriana","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Pinus taeda","C3"
"Caragana microphylla","C3"
"Berberis thunbergii","C3"
"Berberis thunbergii","C3"
"Berberis thunbergii","C3"
"Berberis thunbergii","C3"
"Carex flacca","C3"
"Carex flacca","C3"
"Centaurea pectinata","C3"
"Centaurea pectinata","C3"
"Coronilla minima","C3"
"Coronilla minima","C3"
"Helianthemum apenninum","C3"
"Helianthemum apenninum","C3"
"Helianthemum oelandicum subsp. incanum","C3"
"Helianthemum oelandicum subsp. incanum","C3"
"Pilosella officinarum","C3"
"Pilosella officinarum","C3"
"Koeleria vallesiana","C3"
"Koeleria vallesiana","C3"
"Lotus corniculatus","C3"
"Lotus corniculatus","C3"
"Potentilla neumanniana","C3"
"Potentilla neumanniana","C3"
"Sanguisorba minor","C3"
"Sanguisorba minor","C3"
"Stipa pennata","C3"
"Stipa pennata","C3"
"Thymus dolomiticus","C3"
"Thymus dolomiticus","C3"
"Carex flacca","C3"
"Centaurea pectinata","C3"
"Coronilla minima","C3"
"Helianthemum apenninum","C3"
"Helianthemum oelandicum subsp. incanum","C3"
"Pilosella officinarum","C3"
"Koeleria vallesiana","C3"
"Lotus corniculatus","C3"
"Potentilla neumanniana","C3"
"Sanguisorba minor","C3"
"Stipa pennata","C3"
"Thymus dolomiticus","C3"
"Acacia mangium","C3"
"Ecualyptus grandis","C3"
"Acacia mangium","C3"
"Ecualyptus grandis","C3"
"Acacia mangium","C3"
"Ecualyptus grandis","C3"
"Acacia mangium","C3"
"Ecualyptus grandis","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Acacia mangium","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Populus tremuloides","C3"
"Castanea sativa","C3"
"Castanea sativa","C3"
"Acacia nilotica","C3"
"Azadirachta indica","C3"
"Prosopis juliflora","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Leucaena leucocephala","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Acacia nilotica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Azadirachta indica","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Prosopis juliflora","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Pinus resinosa","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Nothofagus antarctica","C3"
"Bromus hordeaceus","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Picea abies","C3"
"Larix gmelinii","C3"
"Fraxinus mandshurica","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arboreum","C3"
"Rhododendron arboreum","C3"
"Rhododendron arboreum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron atlanticum","C3"
"Rhododendron catawbiense","C3"
"Rhododendron catawbiense","C3"
"Rhododendron catawbiense","C3"
"Ledum palustre subsp. groenlandicum","C3"
"Ledum palustre subsp. groenlandicum","C3"
"Ledum palustre subsp. groenlandicum","C3"
"Rhododendron indicum","C3"
"Rhododendron indicum","C3"
"Rhododendron indicum","C3"
"Rhododendron indicum","C3"
"Rhododendron indicum","C3"
"Rhododendron indicum","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron keiskei","C3"
"Rhododendron maximum","C3"
"Rhododendron maximum","C3"
"Rhododendron maximum","C3"
"Rhododendron maximum","C3"
"Rhododendron maximum","C3"
"Rhododendron maximum","C3"
"Rhododendron ponticum","C3"
"Rhododendron ponticum","C3"
"Rhododendron ponticum","C3"
"Rhododendron prinophyllum","C3"
"Rhododendron prinophyllum","C3"
"Rhododendron prinophyllum","C3"
"Rhododendron serpyllifolium","C3"
"Rhododendron serpyllifolium","C3"
"Rhododendron serpyllifolium","C3"
"Rhododendron serpyllifolium","C3"
"Rhododendron serpyllifolium","C3"
"Rhododendron serpyllifolium","C3"
"Ledum palustre","C3"
"Ledum palustre","C3"
"Ledum palustre","C3"
"Rhododendron triflorum","C3"
"Rhododendron triflorum","C3"
"Rhododendron triflorum","C3"
"Rhododendron yedoense","C3"
"Rhododendron yedoense","C3"
"Rhododendron yedoense","C3"
"Rhododendron yedoense","C3"
"Rhododendron yedoense","C3"
"Rhododendron yedoense","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Rhododendron arborescens","C3"
"Eriophorum vaginatum","C3"
"Diapensia lapponica","C3"
"Dryas octopetala","C3"
"Salix arctica","C3"
"Saxifraga oppositifolia","C3"
"Stellaria crassipes","C3"
"Puccinellia vaginata","C3"
"Juncus triglumis subsp. albescens","C3"
"Luzula confusa","C3"
"Luzula confusa","C3"
"Salix arctica","C3"
"Dryas integrifolia","C3"
"Dryas integrifolia","C3"
"Minuartia rubella","C3"
"Papaver radicatum","C3"
"Papaver radicatum","C3"
"Papaver radicatum","C3"
"Papaver radicatum","C3"
"Saxifraga oppositifolia","C3"
"Saxifraga oppositifolia","C3"
"Saxifraga oppositifolia","C3"
"Saxifraga oppositifolia","C3"
"Saxifraga oppositifolia","C3"
"Saxifraga oppositifolia","C3"
"Puccinellia angustata","C3"
"Puccinellia angustata","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Alnus alnobetula subsp. crispa","C3"
"Betula glandulosa","C3"
"Betula nana","C3"
"Salix alaxensis","C3"
"Salix glauca","C3"
"Salix pulchra","C3"
"Vaccinium uliginosum","C3"
"Betula papyrifera","C3"
"Populus balsamifera","C3"
"Populus tremuloides","C3"
"Cassiope tetragona","C3"
"Dryas integrifolia","C3"
"Empetrum nigrum","C3"
"Ledum palustre","C3"
"Loiseleuria procumbens","C3"
"VACCINIUM VITIS-IDAEA","C3"
"Picea glauca","C3"
"Picea mariana","C3"
"Chamerion angustifolium subsp. angustifolium","C3"
"Lupinus arcticus","C3"
"Petasites frigidus","C3"
"Persicaria bistorta","C3"
"Rubus chamaemorus","C3"
"Hierochloe alpina","C3"
"Calamagrostis canadensis","C3"
"Carex aquatilis","C3"
"Carex aquatilis","C3"
"Carex bigelowii","C3"
"Carex bigelowii","C3"
"Eriophorum angustifolium","C3"
"Eriophorum angustifolium","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Carex aquatilis","C3"
"Eriophorum angustifolium","C3"
"Eriophorum scheuchzeri","C3"
"Eriophorum scheuchzeri","C3"
"Eriophorum vaginatum","C3"
"Eriophorum angustifolium","C3"
"Eriophorum vaginatum","C3"
"Dryas integrifolia","C3"
"Dryas integrifolia","C3"
"Carex bigelowii","C3"
"Betula nana","C3"
"Ledum palustre","C3"
"VACCINIUM VITIS-IDAEA","C3"
"Eriophorum vaginatum","C3"
"Andromeda polifolia","C3"
"Empetrum nigrum","C3"
"Rubus chamaemorus","C3"
"Arctous alpina","C3"
"Salix herbacea","C3"
"Vaccinium myrtillus","C3"
"Vaccinium myrtillus","C3"
"Vaccinium myrtillus","C3"
"Vaccinium myrtillus","C3"
"Vaccinium myrtillus","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Ledum palustre","C3"
"Ledum palustre","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"VACCINIUM VITIS-IDAEA","C3"
"Alchemilla xanthochlora","C3"
"Geranium silvaticum","C3"
"Geum rivale","C3"
"Ranunculus acris","C3"
"Deschampsia cespitosa","C3"
"Deschampsia flexuosa","C3"
"Deschampsia flexuosa","C3"
"Festuca ovina","C3"
"Festuca rubra","C3"
"Nardus stricta","C3"
"Carex bigelowii","C3"
"Eriophorum vaginatum","C3"
"Eriophorum scheuchzeri","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Luzula confusa","C3"
"Eriophorum scheuchzeri","C3"
"Salix arctica","C3"
"Vaccinium uliginosum","C3"
"Dryas integrifolia","C3"
"Poa arctica","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Eriophorum vaginatum","C3"
"Carex aquatilis","C3"
"Carex aquatilis","C3"
"Carex aquatilis","C3"
"Eriophorum vaginatum","C3"
"Betula nana","C3"
"Ledum palustre","C3"
"Vaccinium","C3"
"Carex bigelowii","C3"
"Eriophorum vaginatum","C3"
"Carex vaginata","C3"
"Arctous alpina","C3"
"Betula nana","C3"
"Salix herbacea","C3"
"Salix reticulata","C3"
"Vaccinium uliginosum","C3"
"Vaccinium uliginosum","C3"
"Cassiope tetragona","C3"
"Cassiope tetragona","C3"
"Dryas octopetala","C3"
"Empetrum nigrum","C3"
"Empetrum nigrum","C3"
"Rhododendron lapponicum","C3"
"Rhododendron lapponicum","C3"
"Unidentified species","C3"
"Unidentified species","C3"
"Bartsia alpina","C3"
"Persicaria vivipara","C3"
"Tofieldia pusilla","C3"
"Calamagrostis lapponica","C3"
"Calamagrostis lapponica","C3"
